"filename", "language", "YAML", "Go Module File", "Ignore", "JSON", "Markdown", "Docker", "Go", "Go Checksum File", "MS SQL", "comment", "blank", "total"
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/supplier.go", "Go", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 4, 20
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/tenant.go", "Go", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 4, 29
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/type_movement.go", "Go", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 8, 22
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/ports/user.go", "Go", 0, 0, 0, 0, 0, 0, 7, 0, 0, 15, 4, 26
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/auth.go", "Go", 0, 0, 0, 0, 0, 0, 184, 0, 0, 34, 46, 264
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/cash_register.go", "Go", 0, 0, 0, 0, 0, 0, 205, 0, 0, 15, 38, 258
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/category.go", "Go", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 20, 88
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/client.go", "Go", 0, 0, 0, 0, 0, 0, 137, 0, 0, 2, 24, 163
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/deposit.go", "Go", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 13, 92
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/expense_buy.go", "Go", 0, 0, 0, 0, 0, 0, 340, 0, 0, 26, 63, 429
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/expense_other.go", "Go", 0, 0, 0, 0, 0, 0, 192, 0, 0, 1, 37, 230
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/income_other.go", "Go", 0, 0, 0, 0, 0, 0, 190, 0, 0, 8, 36, 234
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/income_sale.go", "Go", 0, 0, 0, 0, 0, 0, 482, 0, 0, 27, 71, 580
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/member.go", "Go", 0, 0, 0, 0, 0, 0, 233, 0, 0, 25, 48, 306
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/movement_stock.go", "Go", 0, 0, 0, 0, 0, 0, 218, 0, 0, 20, 45, 283
"/home/daniel/Documentos/Programacion/Go/Fiber/NOA-GESTION-BACK/internal/repositories/notification.go", "Go", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 8, 40
